ts_ms,person,joint,x,y,score
2700802025,0,LShoulder,860.8333129882812,222.5,0.8600712418556213
2700802025,0,RShoulder,656.6666870117188,222.5,0.8794785737991333
2700802025,0,LElbow,902.5,360.0,0.7257135510444641
2700802025,0,RElbow,606.6666870117188,360.0,0.7994571924209595
2700802025,0,LWrist,910.8333129882812,485.0,0.6431158781051636
2700802025,0,RWrist,590.0,476.6666564941406,0.6732196807861328
2700802025,0,LHip,810.8333129882812,518.3333129882812,0.7689493894577026
2700802025,0,RHip,685.8333129882812,518.3333129882812,0.841638445854187
2700802025,0,LKnee,823.3333129882812,697.5,0.8090132474899292
2700802025,0,Rknee,690.0,697.5,0.8560974597930908
2700802025,0,LAnkle,831.6666870117188,730.8333129882812,0.47770076990127563
2700802025,0,RAnkle,685.8333129882812,726.6666259765625,0.5109584331512451
2700802025,0,Head,781.6666870117188,43.333343505859375,0.880285382270813
2700802025,0,Neck,765.0,172.5,0.9390027523040771
2700802025,0,Hip,752.5,501.6666564941406,0.8532740473747253
2700802212,0,Nose,769.1666870117188,114.16667938232422,0.7519144415855408
2700802212,0,LEye,785.8333129882812,101.66667938232422,0.788288950920105
2700802212,0,REye,752.5,97.50000762939453,0.7988348007202148
2700802212,0,LEar,810.8333129882812,118.33334350585938,0.7833983898162842
2700802212,0,REar,735.8333129882812,110.00000762939453,0.8369243144989014
2700802212,0,LShoulder,860.8333129882812,222.5,0.8588146567344666
2700802212,0,RShoulder,652.5,222.5,0.869299590587616
2700802212,0,LElbow,902.5,364.1666564941406,0.7057845592498779
2700802212,0,RElbow,606.6666870117188,364.1666564941406,0.7664120197296143
2700802212,0,LWrist,910.8333129882812,485.0,0.6127265095710754
2700802212,0,RWrist,594.1666870117188,480.8333435058594,0.6541265845298767
2700802212,0,LHip,815.0,526.6666870117188,0.768513023853302
2700802212,0,RHip,685.8333129882812,522.5,0.8401064872741699
2700802212,0,LKnee,823.3333129882812,701.6666259765625,0.7928273677825928
2700802212,0,Rknee,685.8333129882812,701.6666259765625,0.8401668071746826
2700802212,0,LAnkle,835.8333129882812,726.6666259765625,0.4328353703022003
2700802212,0,RAnkle,681.6666870117188,726.6666259765625,0.461930513381958
2700802212,0,Head,781.6666870117188,43.333343505859375,0.8883844614028931
2700802212,0,Neck,760.8333129882812,172.5,0.9473985433578491
2700802212,0,Hip,752.5,510.0,0.8523540496826172
2700802440,0,Nose,756.6666870117188,114.16667938232422,0.8881223201751709
2700802440,0,LEye,777.5,101.66667938232422,0.9159936904907227
2700802440,0,REye,740.0,97.50000762939453,0.9475796222686768
2700802440,0,LEar,802.5,114.16667938232422,1.015165090560913
2700802440,0,REar,715.0,110.00000762939453,1.0309351682662964
2700802440,0,LShoulder,852.5,222.5,0.9635030031204224
2700802440,0,RShoulder,652.5,226.6666717529297,0.9452115297317505
2700802440,0,LElbow,898.3333129882812,355.8333435058594,0.8986589312553406
2700802440,0,RElbow,606.6666870117188,364.1666564941406,0.8935129642486572
2700802440,0,LWrist,906.6666870117188,485.0,0.8137044310569763
2700802440,0,RWrist,590.0,476.6666564941406,0.8366385698318481
2700802440,0,LHip,802.5,522.5,0.8880574703216553
2700802440,0,RHip,681.6666870117188,522.5,0.8995485901832581
2700802440,0,LKnee,819.1666870117188,697.5,0.9314128756523132
2700802440,0,Rknee,681.6666870117188,697.5,0.9380486011505127
2700802440,0,LAnkle,831.6666870117188,714.1666259765625,0.6119289398193359
2700802440,0,RAnkle,681.6666870117188,714.1666259765625,0.6254168748855591
2700802440,0,Head,765.0,39.16667938232422,0.9605851769447327
2700802440,0,Neck,752.5,172.5,1.005862832069397
2700802440,0,Hip,744.1666870117188,514.1666870117188,1.0309678316116333
2700802440,0,RHeel,673.3333129882812,735.0,0.4114781618118286
2700802644,0,Nose,723.3333129882812,118.33334350585938,0.754754900932312
2700802644,0,LEye,735.8333129882812,105.83334350585938,0.7725857496261597
2700802644,0,REye,706.6666870117188,101.66667938232422,0.7935774922370911
2700802644,0,LEar,752.5,118.33334350585938,0.6849017143249512
2700802644,0,REar,690.0,114.16667938232422,0.7403186559677124
2700802644,0,LShoulder,631.6666870117188,222.5,0.7994190454483032
2700802644,0,RShoulder,631.6666870117188,222.5,0.783839762210846
2700802644,0,LElbow,594.1666870117188,364.1666564941406,0.6750158071517944
2700802644,0,RElbow,869.1666870117188,364.1666564941406,0.677837610244751
2700802644,0,LWrist,598.3333129882812,497.5,0.5210630297660828
2700802644,0,RWrist,873.3333129882812,497.5,0.5105070471763611
2700802644,0,LHip,665.0,530.8333129882812,0.731918454170227
2700802644,0,RHip,665.0,530.8333129882812,0.7259035110473633
2700802644,0,LKnee,660.8333129882812,697.5,0.6679802536964417
2700802644,0,Rknee,660.8333129882812,697.5,0.6638604402542114
2700802644,0,LAnkle,669.1666870117188,714.1666259765625,0.42284321784973145
2700802644,0,Head,731.6666870117188,43.333343505859375,0.9367288947105408
2700802644,0,Neck,727.5,172.5,0.9759958982467651
2700802644,0,Hip,731.6666870117188,514.1666870117188,0.8354054689407349
2700802801,0,Nose,694.1666870117188,118.33334350585938,0.7990158796310425
2700802801,0,LEye,710.8333129882812,101.66667938232422,0.8321549296379089
2700802801,0,REye,677.5,105.83334350585938,0.881363570690155
2700802801,0,LEar,744.1666870117188,114.16667938232422,0.9210326671600342
2700802801,0,REar,656.6666870117188,118.33334350585938,0.9185490608215332
2700802801,0,LShoulder,798.3333129882812,205.83334350585938,0.9067165851593018
2700802801,0,RShoulder,619.1666870117188,235.0,0.9040935635566711
2700802801,0,LElbow,835.8333129882812,339.1666564941406,0.8308899998664856
2700802801,0,RElbow,585.8333129882812,364.1666564941406,0.7973366975784302
2700802801,0,LWrist,827.5,468.3333435058594,0.7436877489089966
2700802801,0,RWrist,585.8333129882812,489.1666564941406,0.6202815771102905
2700802801,0,LHip,769.1666870117188,514.1666870117188,0.8165491223335266
2700802801,0,RHip,656.6666870117188,514.1666870117188,0.8141937255859375
2700802801,0,LKnee,790.0,693.3333129882812,0.8821467161178589
2700802801,0,Rknee,660.8333129882812,689.1666259765625,0.8781173229217529
2700802801,0,LAnkle,798.3333129882812,710.0,0.5817073583602905
2700802801,0,RAnkle,669.1666870117188,714.1666259765625,0.6103513240814209
2700802801,0,Head,698.3333129882812,39.16667938232422,0.9361352920532227
2700802801,0,Neck,706.6666870117188,176.6666717529297,0.9735805988311768
2700802801,0,Hip,710.8333129882812,510.0,0.9673675298690796
2700802801,0,RHeel,669.1666870117188,735.0,0.4192119538784027
2700802937,0,Nose,702.5,122.50000762939453,0.8736432790756226
2700802937,0,LEye,719.1666870117188,105.83334350585938,0.9008066654205322
2700802937,0,REye,685.8333129882812,105.83334350585938,0.9384691119194031
2700802937,0,LEar,748.3333129882812,114.16667938232422,0.9669716954231262
2700802937,0,REar,660.8333129882812,118.33334350585938,0.9873993992805481
2700802937,0,LShoulder,798.3333129882812,205.83334350585938,0.9194726347923279
2700802937,0,RShoulder,623.3333129882812,239.1666717529297,0.9370602369308472
2700802937,0,LElbow,835.8333129882812,347.5,0.8418142795562744
2700802937,0,RElbow,598.3333129882812,372.5,0.8879003524780273
2700802937,0,LWrist,806.6666870117188,476.6666564941406,0.729548990726471
2700802937,0,RWrist,590.0,497.5,0.8033151626586914
2700802937,0,LHip,765.0,514.1666870117188,0.8132107257843018
2700802937,0,RHip,656.6666870117188,518.3333129882812,0.8281177282333374
2700802937,0,LKnee,773.3333129882812,697.5,0.8802478313446045
2700802937,0,Rknee,660.8333129882812,693.3333129882812,0.8823760747909546
2700802937,0,LAnkle,781.6666870117188,710.0,0.5803852677345276
2700802937,0,RAnkle,669.1666870117188,710.0,0.5994349718093872
2700802937,0,Head,698.3333129882812,43.333343505859375,0.9622336626052856
2700802937,0,Neck,706.6666870117188,180.83334350585938,0.9974513053894043
2700802937,0,Hip,710.8333129882812,514.1666870117188,1.0178728103637695
2700802937,0,RHeel,660.8333129882812,730.8333129882812,0.40793555974960327
2700803071,0,Nose,706.6666870117188,126.66667175292969,0.8254081010818481
2700803071,0,LEye,727.5,110.00000762939453,0.8530377745628357
2700803071,0,REye,694.1666870117188,110.00000762939453,0.8955028653144836
2700803071,0,LEar,760.8333129882812,118.33334350585938,0.9121779203414917
2700803071,0,REar,677.5,122.50000762939453,0.9574769735336304
2700803071,0,LShoulder,819.1666870117188,210.0,0.8681579828262329
2700803071,0,RShoulder,644.1666870117188,239.1666717529297,0.8965448141098022
2700803071,0,LElbow,856.6666870117188,351.6666564941406,0.756535530090332
2700803071,0,RElbow,610.8333129882812,372.5,0.799004077911377
2700803071,0,LWrist,810.8333129882812,455.8333435058594,0.587098240852356
2700803071,0,RWrist,610.8333129882812,501.6666564941406,0.6371018290519714
2700803071,0,LHip,781.6666870117188,526.6666870117188,0.8098819255828857
2700803071,0,RHip,673.3333129882812,526.6666870117188,0.8430118560791016
2700803071,0,LKnee,790.0,701.6666259765625,0.8793990612030029
2700803071,0,Rknee,681.6666870117188,697.5,0.9034086465835571
2700803071,0,LAnkle,798.3333129882812,710.0,0.5800188779830933
2700803071,0,RAnkle,690.0,710.0,0.6022030115127563
2700803071,0,Head,710.8333129882812,47.5000114440918,0.957361102104187
2700803071,0,Neck,727.5,180.83334350585938,0.9812289476394653
2700803071,0,Hip,727.5,518.3333129882812,0.952507495880127
2700803201,0,Nose,727.5,130.83334350585938,0.8693974018096924
2700803201,0,LEye,744.1666870117188,114.16667938232422,0.8616117238998413
2700803201,0,REye,710.8333129882812,114.16667938232422,0.9397458434104919
2700803201,0,LEar,781.6666870117188,118.33334350585938,0.9515865445137024
2700803201,0,REar,694.1666870117188,122.50000762939453,1.0101981163024902
2700803201,0,LShoulder,835.8333129882812,214.1666717529297,0.9339418411254883
2700803201,0,RShoulder,669.1666870117188,235.0,0.9841235876083374
2700803201,0,LElbow,873.3333129882812,360.0,0.8084897398948669
2700803201,0,RElbow,640.0,372.5,0.8206760287284851
2700803201,0,LWrist,844.1666870117188,514.1666870117188,0.6280345916748047
2700803201,0,RWrist,635.8333129882812,497.5,0.6422498226165771
2700803201,0,LHip,794.1666870117188,526.6666870117188,0.8605293035507202
2700803201,0,RHip,690.0,526.6666870117188,0.8984608054161072
2700803201,0,LKnee,802.5,697.5,0.9417442083358765
2700803201,0,Rknee,694.1666870117188,693.3333129882812,0.9609269499778748
2700803201,0,LAnkle,806.6666870117188,710.0,0.6301198601722717
2700803201,0,RAnkle,698.3333129882812,714.1666259765625,0.6807243824005127
2700803201,0,Head,731.6666870117188,47.5000114440918,0.9977021217346191
2700803201,0,Neck,744.1666870117188,180.83334350585938,1.0320403575897217
2700803201,0,Hip,744.1666870117188,522.5,0.9641215801239014
2700803201,0,RHeel,698.3333129882812,730.8333129882812,0.4257502555847168
2700803360,0,Nose,744.1666870117188,130.83334350585938,0.8488399982452393
2700803360,0,LEye,760.8333129882812,114.16667938232422,0.8577014803886414
2700803360,0,REye,723.3333129882812,114.16667938232422,0.9420324563980103
2700803360,0,LEar,794.1666870117188,122.50000762939453,0.9751348495483398
2700803360,0,REar,702.5,122.50000762939453,1.0258489847183228
2700803360,0,LShoulder,840.0,218.33334350585938,0.9484546184539795
2700803360,0,RShoulder,677.5,235.0,0.9952408671379089
2700803360,0,LElbow,885.8333129882812,360.0,0.829967200756073
2700803360,0,RElbow,648.3333129882812,368.3333435058594,0.8009741902351379
2700803360,0,LWrist,877.5,514.1666870117188,0.6965817213058472
2700803360,0,RWrist,652.5,489.1666564941406,0.5542850494384766
2700803360,0,LHip,806.6666870117188,526.6666870117188,0.8863130211830139
2700803360,0,RHip,698.3333129882812,526.6666870117188,0.91554194688797
2700803360,0,LKnee,810.8333129882812,697.5,0.9301406741142273
2700803360,0,Rknee,698.3333129882812,697.5,0.9551886916160583
2700803360,0,LAnkle,819.1666870117188,710.0,0.6294680237770081
2700803360,0,RAnkle,698.3333129882812,714.1666259765625,0.670972466468811
2700803360,0,Head,744.1666870117188,51.66667938232422,0.9979782104492188
2700803360,0,Neck,752.5,185.0,1.0320713520050049
2700803360,0,Hip,752.5,518.3333129882812,0.9625296592712402
2700803360,0,RHeel,698.3333129882812,730.8333129882812,0.40614646673202515
2700803502,0,Nose,735.8333129882812,126.66667175292969,0.8132838010787964
2700803502,0,LEye,752.5,110.00000762939453,0.8165889978408813
2700803502,0,REye,719.1666870117188,110.00000762939453,0.9047390222549438
2700803502,0,LEar,785.8333129882812,118.33334350585938,0.9107532501220703
2700803502,0,REar,702.5,122.50000762939453,0.9739923477172852
2700803502,0,LShoulder,840.0,214.1666717529297,0.8979216814041138
2700803502,0,RShoulder,677.5,239.1666717529297,0.9544341564178467
2700803502,0,LElbow,885.8333129882812,360.0,0.7984205484390259
2700803502,0,RElbow,648.3333129882812,372.5,0.788619339466095
2700803502,0,LWrist,877.5,510.0,0.6531308889389038
2700803502,0,RWrist,656.6666870117188,497.5,0.5728003978729248
2700803502,0,LHip,802.5,526.6666870117188,0.8464906811714172
2700803502,0,RHip,698.3333129882812,526.6666870117188,0.8856900930404663
2700803502,0,LKnee,806.6666870117188,697.5,0.9108395576477051
2700803502,0,Rknee,710.8333129882812,697.5,0.9364931583404541
2700803502,0,LAnkle,815.0,714.1666259765625,0.6138507127761841
2700803502,0,RAnkle,719.1666870117188,718.3333129882812,0.6402692198753357
2700803502,0,Head,740.0,47.5000114440918,0.9601961374282837
2700803502,0,Neck,752.5,180.83334350585938,0.9984569549560547
2700803502,0,Hip,752.5,518.3333129882812,0.9153039455413818
2700803634,0,Nose,719.1666870117188,135.00001525878906,0.8561922311782837
2700803634,0,LEye,740.0,118.33334350585938,0.870335578918457
2700803634,0,REye,706.6666870117188,118.33334350585938,0.9230525493621826
2700803634,0,LEar,773.3333129882812,122.50000762939453,0.9487549662590027
2700803634,0,REar,685.8333129882812,126.66667175292969,1.0020968914031982
2700803634,0,LShoulder,827.5,214.1666717529297,0.9238790273666382
2700803634,0,RShoulder,660.8333129882812,251.6666717529297,0.9586963653564453
2700803634,0,LElbow,877.5,360.0,0.8038478493690491
2700803634,0,RElbow,635.8333129882812,389.1666564941406,0.847018301486969
2700803634,0,LWrist,869.1666870117188,501.6666564941406,0.6260981559753418
2700803634,0,RWrist,640.0,510.0,0.7039057612419128
2700803634,0,LHip,798.3333129882812,530.8333129882812,0.86725914478302
2700803634,0,RHip,694.1666870117188,535.0,0.9147328734397888
2700803634,0,LKnee,794.1666870117188,697.5,0.8823767900466919
2700803634,0,Rknee,710.8333129882812,697.5,0.9325571060180664
2700803634,0,LAnkle,806.6666870117188,705.8333129882812,0.5503326654434204
2700803634,0,RAnkle,719.1666870117188,710.0,0.5524852871894836
2700803634,0,Head,727.5,55.833343505859375,0.9898071885108948
2700803634,0,Neck,735.8333129882812,185.0,1.0348278284072876
2700803634,0,Hip,744.1666870117188,526.6666870117188,0.9385454058647156
2700803771,0,Nose,719.1666870117188,122.50000762939453,0.8858565092086792
2700803771,0,LEye,735.8333129882812,110.00000762939453,0.9089201092720032
2700803771,0,REye,698.3333129882812,110.00000762939453,0.9377366304397583
2700803771,0,LEar,765.0,118.33334350585938,0.9607714414596558
2700803771,0,REar,677.5,122.50000762939453,1.0136299133300781
2700803771,0,LShoulder,819.1666870117188,201.6666717529297,0.9266417026519775
2700803771,0,RShoulder,652.5,251.6666717529297,0.9535223245620728
2700803771,0,LElbow,873.3333129882812,339.1666564941406,0.815337061882019
2700803771,0,RElbow,623.3333129882812,389.1666564941406,0.896391749382019
2700803771,0,LWrist,856.6666870117188,468.3333435058594,0.6460551023483276
2700803771,0,RWrist,619.1666870117188,514.1666870117188,0.7594882845878601
2700803771,0,LHip,790.0,505.83331298828125,0.8601070642471313
2700803771,0,RHip,690.0,514.1666870117188,0.9015066623687744
2700803771,0,LKnee,777.5,689.1666259765625,0.8721448183059692
2700803771,0,Rknee,702.5,693.3333129882812,0.9190778732299805
2700803771,0,LAnkle,798.3333129882812,710.0,0.5734551548957825
2700803771,0,RAnkle,715.0,710.0,0.5529655814170837
2700803771,0,Head,715.0,51.66667938232422,0.9778349995613098
2700803771,0,Neck,727.5,185.0,1.0199966430664062
2700803771,0,Hip,740.0,501.6666564941406,0.9784533381462097
2700803904,0,Nose,710.8333129882812,118.33334350585938,0.8446626663208008
2700803904,0,LEye,727.5,101.66667938232422,0.8724149465560913
2700803904,0,REye,694.1666870117188,105.83334350585938,0.9029384851455688
2700803904,0,LEar,760.8333129882812,110.00000762939453,0.9460572004318237
2700803904,0,REar,673.3333129882812,118.33334350585938,1.0033631324768066
2700803904,0,LShoulder,819.1666870117188,193.33334350585938,0.9234316945075989
2700803904,0,RShoulder,644.1666870117188,247.5,0.9583100080490112
2700803904,0,LElbow,877.5,322.5,0.8784966468811035
2700803904,0,RElbow,623.3333129882812,385.0,0.9200018644332886
2700803904,0,LWrist,865.0,443.3333435058594,0.7792099714279175
2700803904,0,RWrist,606.6666870117188,505.83331298828125,0.8604997396469116
2700803904,0,LHip,802.5,493.33331298828125,0.86578369140625
2700803904,0,RHip,694.1666870117188,505.83331298828125,0.9054433703422546
2700803904,0,LKnee,790.0,676.6666259765625,0.8964501023292542
2700803904,0,Rknee,706.6666870117188,685.0,0.9294741749763489
2700803904,0,LAnkle,810.8333129882812,718.3333129882812,0.6254498958587646
2700803904,0,RAnkle,723.3333129882812,714.1666259765625,0.5634200572967529
2700803904,0,Head,706.6666870117188,43.333343505859375,0.951946496963501
2700803904,0,Neck,723.3333129882812,176.6666717529297,0.9982118606567383
2700803904,0,Hip,744.1666870117188,493.33331298828125,0.9986661076545715
2700804036,0,Nose,710.8333129882812,101.66667938232422,0.815182626247406
2700804036,0,LEye,727.5,85.00000762939453,0.85350501537323
2700804036,0,REye,694.1666870117188,89.16667938232422,0.8713935613632202
2700804036,0,LEar,760.8333129882812,97.50000762939453,0.9176322221755981
2700804036,0,REar,669.1666870117188,105.83334350585938,0.9808629751205444
2700804036,0,LShoulder,819.1666870117188,176.6666717529297,0.8564735054969788
2700804036,0,RShoulder,644.1666870117188,235.0,0.9156994223594666
2700804036,0,LElbow,885.8333129882812,305.8333435058594,0.7794984579086304
2700804036,0,RElbow,615.0,380.8333435058594,0.8869385719299316
2700804036,0,LWrist,873.3333129882812,418.3333435058594,0.6615110635757446
2700804036,0,RWrist,598.3333129882812,493.33331298828125,0.8447908163070679
2700804036,0,LHip,806.6666870117188,472.5,0.8282150030136108
2700804036,0,RHip,698.3333129882812,489.1666564941406,0.8615356683731079
2700804036,0,LKnee,810.8333129882812,676.6666259765625,0.8715423345565796
2700804036,0,Rknee,710.8333129882812,689.1666259765625,0.9068167805671692
2700804036,0,LAnkle,827.5,718.3333129882812,0.6453539133071899
2700804036,0,RAnkle,731.6666870117188,714.1666259765625,0.5822303891181946
2700804036,0,Head,706.6666870117188,26.66667938232422,0.9190647602081299
2700804036,0,Neck,723.3333129882812,160.0,0.9530887007713318
2700804036,0,Hip,748.3333129882812,472.5,0.9578920602798462
2700804171,0,Nose,719.1666870117188,72.50000762939453,0.7826647162437439
2700804171,0,LEye,735.8333129882812,55.833343505859375,0.8138837218284607
2700804171,0,REye,698.3333129882812,55.833343505859375,0.8391127586364746
2700804171,0,LEar,773.3333129882812,68.33334350585938,0.8899592161178589
2700804171,0,REar,673.3333129882812,76.66667938232422,0.9553908109664917
2700804171,0,LShoulder,831.6666870117188,160.0,0.8279811143875122
2700804171,0,RShoulder,644.1666870117188,218.33334350585938,0.9283766746520996
2700804171,0,LElbow,919.1666870117188,280.8333435058594,0.6996570229530334
2700804171,0,RElbow,606.6666870117188,360.0,0.899626612663269
2700804171,0,LWrist,915.0,318.3333435058594,0.5780116319656372
2700804171,0,RWrist,585.8333129882812,480.8333435058594,0.8743628263473511
2700804171,0,LHip,819.1666870117188,464.1666564941406,0.8042392730712891
2700804171,0,RHip,702.5,485.0,0.8448815941810608
2700804171,0,LKnee,835.8333129882812,685.0,0.826381504535675
2700804171,0,Rknee,710.8333129882812,689.1666259765625,0.8826003074645996
2700804171,0,LAnkle,852.5,710.0,0.5735681056976318
2700804171,0,RAnkle,735.8333129882812,710.0,0.5299457311630249
2700804171,0,Head,715.0,-2.499986171722412,0.9095860719680786
2700804171,0,Neck,727.5,139.1666717529297,0.9467088580131531
2700804171,0,Hip,756.6666870117188,468.3333435058594,0.9210914373397827
2700804303,0,Nose,735.8333129882812,26.66667938232422,0.7409642338752747
2700804303,0,LEye,756.6666870117188,10.00001335144043,0.746424674987793
2700804303,0,REye,715.0,14.166679382324219,0.7817717790603638
2700804303,0,LEar,794.1666870117188,26.66667938232422,0.8231184482574463
2700804303,0,REar,685.8333129882812,35.0000114440918,0.869195282459259
2700804303,0,LShoulder,869.1666870117188,126.66667175292969,0.7773599624633789
2700804303,0,RShoulder,648.3333129882812,193.33334350585938,0.8291719555854797
2700804303,0,LElbow,1002.5,247.5,0.679455041885376
2700804303,0,RElbow,602.5,343.3333435058594,0.8680527806282043
2700804303,0,LWrist,998.3333129882812,255.83334350585938,0.6782420873641968
2700804303,0,RWrist,590.0,476.6666564941406,0.89638352394104
2700804303,0,LHip,856.6666870117188,489.1666564941406,0.7753878235816956
2700804303,0,RHip,719.1666870117188,510.0,0.8009638786315918
2700804303,0,LKnee,848.3333129882812,693.3333129882812,0.7903302311897278
2700804303,0,Rknee,727.5,701.6666259765625,0.8036107420921326
2700804303,0,LAnkle,865.0,705.8333129882812,0.43424105644226074
2700804303,0,RAnkle,748.3333129882812,705.8333129882812,0.4024087190628052
2700804303,0,Head,727.5,-6.666652679443359,0.7815308570861816
2700804303,0,Neck,748.3333129882812,114.16667938232422,0.8866888880729675
2700804303,0,Hip,781.6666870117188,489.1666564941406,0.8988345861434937
2700804437,0,Nose,752.5,-10.833318710327148,0.6708645224571228
2700804437,0,LEye,769.1666870117188,-23.33331871032715,0.6856491565704346
2700804437,0,REye,731.6666870117188,-19.16665267944336,0.6808789968490601
2700804437,0,LEar,798.3333129882812,-10.833318710327148,0.7011197805404663
2700804437,0,REar,694.1666870117188,-2.499986171722412,0.7589288949966431
2700804437,0,LShoulder,898.3333129882812,80.83334350585938,0.7829761505126953
2700804437,0,RShoulder,627.5,160.0,0.8167431354522705
2700804437,0,LElbow,1010.8333129882812,147.50001525878906,0.7942256331443787
2700804437,0,RElbow,602.5,351.6666564941406,0.8654181957244873
2700804437,0,LWrist,1119.1666259765625,147.50001525878906,0.765627384185791
2700804437,0,RWrist,598.3333129882812,505.83331298828125,0.8912495374679565
2700804437,0,LHip,915.0,439.1666564941406,0.7951033115386963
2700804437,0,RHip,756.6666870117188,485.0,0.8269708156585693
2700804437,0,LKnee,873.3333129882812,680.8333129882812,0.8488976955413818
2700804437,0,Rknee,752.5,701.6666259765625,0.8139735460281372
2700804437,0,LAnkle,923.3333129882812,714.1666259765625,0.44781532883644104
2700804437,0,Head,740.0,-14.999985694885254,0.5709897875785828
2700804437,0,Neck,752.5,89.16667938232422,0.8273937106132507
2700804437,0,Hip,831.6666870117188,451.6666564941406,0.9162600040435791
2700804569,0,Nose,752.5,-23.33331871032715,0.5296614170074463
2700804569,0,LEye,769.1666870117188,-35.833316802978516,0.5467420816421509
2700804569,0,REye,727.5,-31.66665267944336,0.5558710098266602
2700804569,0,LEar,810.8333129882812,-31.66665267944336,0.5532138347625732
2700804569,0,REar,690.0,-23.33331871032715,0.5983378887176514
2700804569,0,LShoulder,935.8333129882812,51.66667938232422,0.6466600894927979
2700804569,0,RShoulder,615.0,147.50001525878906,0.7354555726051331
2700804569,0,LElbow,1115.0,110.00000762939453,0.5630812644958496
2700804569,0,RElbow,585.8333129882812,380.8333435058594,0.8193925619125366
2700804569,0,LWrist,1235.8333740234375,76.66667938232422,0.4572475850582123
2700804569,0,RWrist,585.8333129882812,572.5,0.8177005648612976
2700804569,0,LHip,960.8333129882812,418.3333435058594,0.7187505960464478
2700804569,0,RHip,781.6666870117188,460.0,0.7363032102584839
2700804569,0,LKnee,910.8333129882812,689.1666259765625,0.7810013890266418
2700804569,0,Rknee,765.0,701.6666259765625,0.7033627033233643
2700804569,0,Neck,765.0,76.66667938232422,0.7051535844802856
2700804569,0,Hip,865.0,430.8333435058594,0.8060306906700134
2700804702,0,Nose,765.0,51.66667938232422,0.5180821418762207
2700804702,0,LEye,794.1666870117188,14.166679382324219,0.5382983684539795
2700804702,0,REye,723.3333129882812,22.50001335144043,0.55040442943573
2700804702,0,LEar,844.1666870117188,1.6666803359985352,0.5943077802658081
2700804702,0,REar,669.1666870117188,10.00001335144043,0.627759575843811
2700804702,0,LShoulder,973.3333129882812,60.0000114440918,0.632423996925354
2700804702,0,RShoulder,602.5,180.83334350585938,0.7009291648864746
2700804702,0,LElbow,1123.3333740234375,126.66667175292969,0.5300984978675842
